,USPS,ST,NAME,ZCTA5,LAT,LON
259,中国,CN,曲靖市-5303,654200,25.48245,103.470975
260,中国,CN,玉溪市-5304,651100,24.98176,102.31944999999999
261,中国,CN,保山市-5305,673400,25.127816666666668,98.89608333333334
262,中国,CN,昭通市-5306,654600,27.112233333333336,103.44647777777779
263,中国,CN,丽江市-5307,674100,26.8688,100.2207
264,中国,CN,普洱市-5308,654800,25.4765,101.2847
265,中国,CN,临沧市-5309,675800,24.218925,99.88355
266,中国,CN,楚雄彝族自治州-5323,651200,25.31484,100.65241999999999
267,中国,CN,红河哈尼族彝族自治州-5325,652300,24.121623076923076,102.85674615384616
268,中国,CN,文山壮族苗族自治州-5326,663000,23.5293,103.2287
269,中国,CN,大理白族自治州-5329,671000,25.2366,99.2507
270,中国,CN,德宏傣族景颇族自治州-5331,678400,24.908800000000003,98.76102
271,中国,CN,怒江傈僳族自治州-5333,671400,25.7276,98.96583333333334
272,中国,CN,迪庆藏族自治州-5334,674400,26.868800000000004,100.22070000000001
273,中国,CN,拉萨市-5401,850000,30.041457142857144,91.30511428571428
274,中国,CN,日喀则市-5402,854700,30.5634,91.5786
275,中国,CN,昌都市-5403,854000,30.5634,91.5786
276,中国,CN,林芝市-5404,860100,29.365257142857143,94.62595714285715
277,中国,CN,山南市-5405,850700,30.41116666666667,91.49883333333332
278,中国,CN,那曲市-5406,852000,31.111439999999998,91.86582
279,中国,CN,阿里地区-5425,859000,30.5634,91.57859999999998
280,中国,CN,西安市-6101,710000,34.2583,108.9286
281,中国,CN,铜川市-6102,727000,34.8988,108.9506
282,中国,CN,宝鸡市-6103,721000,34.205372727272724,107.65815454545454
283,中国,CN,咸阳市-6104,711200,34.03836666666667,108.797275
284,中国,CN,渭南市-6105,711700,34.980525,109.34578333333333
285,中国,CN,延安市-6106,715700,35.484869230769235,109.20049999999999
286,中国,CN,汉中市-6107,723000,33.33044545454545,107.5434818181818
287,中国,CN,榆林市-6108,718000,36.52243333333333,109.413925
288,中国,CN,安康市-6109,711600,32.93786,109.03376
289,中国,CN,商洛市-6110,711400,34.264385714285716,109.71694285714285
290,中国,CN,兰州市-6201,730000,36.24075,103.963725
291,中国,CN,嘉峪关市-6202,735100,39.8112,98.2862
292,中国,CN,金昌市-6203,737100,38.6246,100.1084
293,中国,CN,白银市-6204,730400,36.180475,104.2008
294,中国,CN,天水市-6205,741000,34.568599999999996,105.8933
295,中国,CN,武威市-6206,733000,37.9267,102.632
296,中国,CN,张掖市-6207,734000,38.9342,100.4517
297,中国,CN,平凉市-6208,741600,35.40507142857143,106.27811428571428
298,中国,CN,酒泉市-6209,735000,40.09337142857142,95.98127142857143
299,中国,CN,庆阳市-6210,744500,35.688475000000004,107.5247
300,中国,CN,定西市-6211,730500,35.324714285714286,105.29459999999999
301,中国,CN,陇南市-6212,742100,34.43749999999999,105.60753333333332
302,中国,CN,临夏回族自治州-6229,731100,38.6246,100.1084
303,中国,CN,甘南藏族自治州-6230,746300,34.762375,105.82332500000001
304,中国,CN,西宁市-6301,810000,37.7106,93.8238
305,中国,CN,海东市-6302,810500,37.7106,93.8238
306,中国,CN,海北藏族自治州-6322,810300,37.7106,93.82379999999999
307,中国,CN,黄南藏族自治州-6323,811200,37.7106,93.8238
308,中国,CN,海南藏族自治州-6325,811800,37.7106,93.8238
309,中国,CN,果洛藏族自治州-6326,624700,36.81206666666667,95.23835000000001
310,中国,CN,玉树藏族自治州-6327,815000,37.7106,93.8238
311,中国,CN,海西蒙古族藏族自治州-6328,816000,37.69302857142857,93.61292857142857
312,中国,CN,银川市-6401,750000,38.477199999999996,106.24445
313,中国,CN,石嘴山市-6402,753000,38.9808,106.3892
314,中国,CN,吴忠市-6403,751100,38.02225,106.254775
315,中国,CN,固原市-6404,756000,36.0067,106.2808
316,中国,CN,中卫市-6405,755000,37.5113,105.1907
317,中国,CN,乌鲁木齐市-6501,830000,43.801,87.6005
318,中国,CN,克拉玛依市-6502,834000,45.5847,84.8872
319,中国,CN,哈密市-6505,839000,44.6559,84.9498
320,中国,CN,昌吉回族自治州-6523,831100,44.18071428571428,87.53587142857144
321,中国,CN,博尔塔拉蒙古自治州-6527,817300,44.691424999999995,82.9894
322,中国,CN,巴音郭楞蒙古自治州-6528,841000,39.0638,76.706
323,中国,CN,阿克苏地区-6529,842000,39.0638,76.706
324,中国,CN,克孜勒苏柯尔克孜自治州-6530,843500,39.549125000000004,76.30505000000001
325,中国,CN,喀什地区-6531,843800,38.578475,77.10695
326,中国,CN,和田地区-6532,845100,39.156242857142864,76.62962857142858
327,中国,CN,伊犁哈萨克自治州-6540,833200,43.989619999999995,80.99002
328,中国,CN,塔城地区-6542,832100,45.734100000000005,84.19474285714286
329,中国,CN,阿勒泰地区-6543,836100,44.6559,84.9498
